"Adoption","Died","Euthanasia","Return_to_owner","Transfer","ID"
0.023563461951042,0.00241278716609764,0.0194735296531111,0.141131373525089,0.813418851517258,"1"
0.70303894333022,0.000674310815966903,0.00603355004650045,0.239366621114298,0.0508865714042787,"2"
0.418163372007693,0.00144024839918942,0.014363927381663,0.114155766103169,0.451876679239779,"3"
0.225330848957811,0.00131008728054751,0.0724920068108847,0.222184714144912,0.478682376158832,"4"
0.541402048490164,0.000503873214219962,0.00597118631523187,0.378517499773779,0.0736053967468002,"5"
0.17446754227796,0.000614045446385501,0.020355613547532,0.586122834679249,0.218439992192275,"6"
0.33058491494542,0.0155837486677227,0.25865239520988,0.218839358973641,0.176339576615399,"7"
0.85158903299712,0.0048968490890656,0.00979690936200084,0.0119751167878479,0.12174208058809,"8"
0.867414718056186,0.000106343679362908,0.000218465282297176,0.0901221298749703,0.0421383194166608,"9"
0.424383187845317,0.00153199523610477,0.0697486085135296,0.441938636146999,0.0623975601071993,"10"
0.802644628277139,1.87481673492585e-05,0.0070124091444951,0.112007692374653,0.0783165004449563,"11"
0.0207871386435135,0.00051303894724697,0.233534792448484,0.198689718956419,0.546475287139193,"12"
0.732368585684316,0.000317753053469849,0.00576807996466222,0.0660455948329209,0.195499968012798,"13"
0.850038720252399,0.000835939050163391,0.00380001454124616,0.0410413618923299,0.104283992843817,"14"
0.945791883795904,2.21679583773948e-05,0.0017078764121305,0.0420390410849986,0.0104390383519587,"15"
0.756746732616776,0.00032220472348854,0.00534094491822734,0.185432179827405,0.0521579443751498,"16"
0.335156112200208,0.0016202374365333,0.0275881422643286,0.496634192736543,0.139001295338949,"17"
0.4929579095142,7.07278577943467e-05,0.006679629308813,0.463322758117247,0.0369689820995514,"18"
0.252181228380065,0.00129203182676186,0.0255822193067025,0.180258779386829,0.540685726314894,"19"
0.0109173975324147,0.00412922826023793,0.200167330895345,0.0122805347515046,0.772505504485958,"20"
0.616199886456606,0.000589424339458119,0.0250115168991308,0.236281936074912,0.121917254943653,"21"
2.50316079473123e-05,0.00585634083922772,0.0883536707336772,0.00239551583637355,0.903369447603891,"22"
0.757150773605345,0.00237680381857107,0.00525370153354169,0.127502576689054,0.107716171158112,"23"
0.000113424895971548,0.000632103479287833,0.0152565208731622,0.000251753843884239,0.983746170314062,"24"
0.854560247132121,0.000470608063688915,0.00394981064648014,0.0772952271482158,0.0637241139070961,"25"
0.156230860746588,0.00758804685288992,0.216520614586691,0.0345090306998952,0.585151447113933,"26"
0.926245476248953,0.000163069186724184,0.000187962214113213,0.00343117528010619,0.0699722991494145,"27"
0.0262704819030677,0.0696923488513306,0.407616678688667,0.00452243015994983,0.49189807832494,"28"
0.292603082014365,0.000442155862780002,0.0642969661083154,0.520982445793158,0.121675353219074,"29"
0.30536564652483,0.00215290075073879,0.0283820606538073,0.589357790320861,0.0747416033213678,"30"
0.229411125324544,0.00438545608530819,0.0414649957337341,0.175475080091053,0.549263356851612,"31"
0.890226138216473,0.000450624742920303,0.000319359646916079,0.0265955943640392,0.0824082762484536,"32"
0.088555909097506,0.0151014668639552,0.0785204961472427,0.0518306935277518,0.765991418298226,"33"
0.990472371690346,4.57326314062812e-05,0.000385515090543777,0.0064144043642007,0.00268197841355919,"34"
0.664159970165948,0.0141602537503949,0.0219883240832874,0.0120201515259166,0.287671297214821,"35"
0.488924717686559,0.000817604150567759,0.0427542617824725,0.223717404465266,0.243786013021078,"36"
0.0664168587395078,0.00669584227323769,0.126823530320812,0.00427094475783953,0.795792808439914,"37"
0.937322219658313,0.000149761646753177,0.000352080243922371,0.0361453043967947,0.026030653626536,"38"
0.329222185217774,0.000878388253912303,0.0146494226734458,0.485303257528047,0.169946759830996,"39"
0.220413010250173,0.0020650178558227,0.0349653065629617,0.0715689273843314,0.670987763092418,"40"
0.102627419634508,0.00284253161400557,0.0431403787842749,0.585838960476221,0.265550706347775,"41"
9.0984656708315e-05,0.00516473976247495,0.0169552984653145,0.000464082051896387,0.977324874603607,"42"
0.368461480388768,0.0011011973960499,0.0520460683668281,0.11783679828388,0.460554451722767,"43"
4.0293005440617e-05,0.00895651902652471,0.0094014302916698,0.00118080201358788,0.980420941405531,"44"
0.136092901127712,0.0134542622933391,0.146269253378128,0.0467218232582127,0.657461751095041,"45"
0.271654812714097,0.00173995135069435,0.0134630196744992,0.0563191612494937,0.656823043486096,"46"
0.223582662441279,0.00215214590956512,0.0361462177608009,0.214488405466228,0.523630554917948,"47"
0.497719092997023,0.000388936332831355,0.00893087913119603,0.34950757116193,0.143453508357136,"48"
0.283834673067109,0.000708573986869851,0.0528146076860155,0.438603350887314,0.22403878130507,"49"
0.0710965149298547,0.010966487073188,0.0831096043856371,0.248189337289522,0.586638064267142,"50"
0.184524052566239,0.0237055839402292,0.0594171607931928,0.0123099700999224,0.720043264032549,"51"
0.141213302047519,0.000567705486901105,0.0255264721919506,0.712289250582783,0.120403262356678,"52"
0.983353803604038,0.000359569967258721,0.000431462336564437,0.00487119530975347,0.0109839887767096,"53"
0.191646794826041,0.0147382539240169,0.0967171445739063,0.00741024256122957,0.689487596361848,"54"
0.0896621081663165,0.034787082499112,0.431747320382202,0.0344460815726555,0.409357411570663,"55"
0.327828576192561,0.00678426940484889,0.0822640088546201,0.167066984481272,0.4160561550131,"56"
0.676800193426519,4.72660503874067e-05,0.00444284501352264,0.27333230791384,0.0453773949626348,"57"
1.78468726517167e-05,0.0345640234109366,0.0491553341553858,0.000561246429022663,0.915701529221341,"58"
0.000702301365233178,0.00261810323955442,0.0130935402659061,0.00024359856120434,0.983342430214576,"59"
0.714027118196334,0.000382354629001227,0.000377030723029747,0.0190318379324669,0.266181670539046,"60"
0.759335454144166,0.00128784163863061,0.0378347271617462,0.0375822991982917,0.163959674364702,"61"
0.1432866596412,6.16902559707652e-05,0.142907312418133,0.494285209856305,0.219459101875049,"62"
0.47819098893139,0.00116520305846737,0.0131589081561324,0.178038024295176,0.329446880972143,"63"
9.54140778048895e-05,0.00962714225695461,0.0145604427648466,0.00144931177112707,0.974267694098739,"64"
0.00131572049118078,0.00375163838444535,0.0404736422021973,8.80126608535645e-05,0.954370954363519,"65"
0.716604272295783,0.000439327252480859,0.00527111881266733,0.206557738160124,0.0711275803025646,"66"
0.986374488395373,0.00113783622225243,7.9610246757511e-05,0.00417031923674,0.00823775850810402,"67"
0.173446561136229,0.00250848518246897,0.174231761889171,0.358647643452907,0.291165540190151,"68"
0.350178822790459,0.0026102641296234,0.0443127176458262,0.471894358274975,0.13100381114029,"69"
0.00123166746925562,0.000700550435761115,0.00864712786913976,0.000419341168390253,0.989001293965333,"70"
0.0185805374728792,0.0147983050290028,0.036339597896845,0.0274546240845749,0.902826931558572,"71"
0.968304256062962,0.000145613700289025,0.000752443291268057,0.0123177264687995,0.0184799542047986,"72"
1.9536926629371e-05,0.00681196008269431,0.0292507121989006,9.8312215413898e-05,0.963819485377557,"73"
0.211812997643742,0.000620838825584119,0.0309669987089951,0.189569291062668,0.567029869044188,"74"
0.000111836248834152,0.00477228988896978,0.0153178389924584,0.00153762157331988,0.978260444037332,"75"
0.51633829093238,0.0287365720754705,0.0881854363033358,0.0192692632007927,0.347470453320503,"76"
0.950349131786353,0.000112990070192609,0.00110009590375222,0.00183570908188107,0.0466020721464555,"77"
0.0281317417488306,0.000614010492904467,0.122431415082277,0.00299460518299533,0.845828192393769,"78"
0.340251046439322,0.000709937311147351,0.0660669691810887,0.392865874019358,0.200106164492556,"79"
0.971231818994432,0.000343464326152268,0.0010676133474335,0.0100810351704676,0.0172760360163261,"80"
0.000117384316833375,0.0068786424746742,0.0112008973228231,0.000496840861445595,0.981306230054737,"81"
1.4082936104387e-05,0.00201613779872474,0.0116562347133482,0.000597832980806588,0.985715696087771,"82"
0.690440902487328,0.000194707467686385,0.00591343694106468,0.213454111750549,0.0899968657423794,"83"
0.000177875515216181,0.0297062529686611,0.0582469683817571,0.000796176030685629,0.911072730305097,"84"
