"Adoption","Died","Euthanasia","Return_to_owner","Transfer","ID"
0.00655680399500624,0.00394246031746032,0.0273409354378456,0.222973203138933,0.739186597110755,"1"
0.656748707519841,7.2463768115942e-05,0.00188548901050614,0.272739793871071,0.0685535458304653,"2"
0.403596384690107,0.000555555555555556,0.0241727813886038,0.140214731543338,0.431460546822396,"3"
0.231597222222222,0.00125,0.0864781746031746,0.22184126984127,0.458833333333333,"4"
0.558241245410768,0.000150155654272622,0.00733487421364489,0.379116887772219,0.0551568369490957,"5"
0.184681590420903,5e-04,0.0404732670833688,0.548922279555829,0.225422862939899,"6"
0.388424603174603,0.0216527777777778,0.176349386724387,0.190428932178932,0.2231443001443,"7"
0.865559523809524,0.00517857142857143,0.0161527777777778,0.0139503968253968,0.0991587301587302,"8"
0.792527777777778,0,0,0.144492063492064,0.0629801587301587,"9"
0.396137231308671,0.00509653916211293,0.0576344630500275,0.48178667385303,0.0593450926261584,"10"
0.737248255336618,0,0.0195595238095238,0.152144764299398,0.0910474565544609,"11"
0.00994674185463659,0,0.134095431761221,0.198312020581757,0.657645805802385,"12"
0.807380778053155,0,0.00541468253968254,0.0383029400050514,0.148901599402112,"13"
0.923536507936508,0,0.00188888888888889,0.0436238095238095,0.0309507936507937,"14"
0.964258984344753,0,2.61780104712042e-05,0.0262980746807273,0.00941676296404898,"15"
0.638551587301587,0,0.00515277777777778,0.293468253968254,0.0628273809523809,"16"
0.376931130606853,0.00413416988416988,0.0177237452165169,0.418873203111114,0.182337751181345,"17"
0.527867063492064,0,0.0204662698412698,0.399755952380952,0.0519107142857143,"18"
0.321146881608919,0,0.0145614617940199,0.221913257970465,0.442378398626596,"19"
0.017422619047619,0.0025,0.321051587301587,0.00829761904761905,0.650728174603175,"20"
0.643997998810499,0.002,0.0233833655083655,0.224629965192465,0.10598867048867,"21"
0,0.00575377440099207,0.104804931402374,0,0.889441294196634,"22"
0.857460144030837,0.00424358974358974,0.0014715865239532,0.0911661512356495,0.045658528465971,"23"
0,0.000657364038511579,0.0118973649010166,5.61797752808989e-05,0.987389091285192,"24"
0.895445346954354,0,0.00126530131826742,0.065050005923426,0.038239345803953,"25"
0.0521762260040824,0.0195597826086957,0.213623653401913,0.0250431539903139,0.689597183994996,"26"
0.917612731410299,0,0,0.00342735042735043,0.0789599181623516,"27"
0.0106317693744164,0.052453197945845,0.213868640699523,0.00729166666666667,0.715754725313549,"28"
0.321684970273569,0.000386351458391576,0.0680702900714836,0.502402995773965,0.107455392422591,"29"
0.306789628897944,0.00262391381095629,0.0182798586583386,0.614163352414165,0.0581432462185964,"30"
0.142542016806723,0.00364484126984127,0.0727425303454715,0.181608076563959,0.599462535014005,"31"
0.902588778298205,0,0,0.0163623015873016,0.0810489201144939,"32"
0.0604821428571429,0.0209747023809524,0.058703373015873,0.0561636904761905,0.803676091269842,"33"
0.997509558567954,0,0,0.00241744873131734,7.2992700729927e-05,"34"
0.711656622487345,0.0188971861471861,0.0336945946565512,0.0119017857142857,0.223849810994632,"35"
0.547747744960664,0.00180818596095154,0.0620176456709731,0.17850561295765,0.209920810449762,"36"
0.0726626984126984,0.0124166666666667,0.155987795753688,0.007875,0.751057839166947,"37"
0.96376884920635,0,0.00142857142857143,0.0253660714285714,0.00943650793650794,"38"
0.326716887440725,0.00113330564784053,0.0225443997217253,0.500920925973252,0.148684481216458,"39"
0.283047713634604,0.005,0.0288313492063492,0.0580972574173794,0.625023679741667,"40"
0.112747598162072,0,0.0962824074074074,0.375515629351156,0.415454365079365,"41"
0,0.00403275401069519,0.0296791125541126,0,0.966288133435193,"42"
0.390116587887866,0.000555555555555556,0.0913279700553392,0.123260177489297,0.394739709011942,"43"
0,0.0159686954127744,0.00244555327713222,0,0.981585751310094,"44"
0.124863095238095,0.0183462301587302,0.164600716011042,0.0597857142857143,0.632404244306418,"45"
0.250755806403719,0.00156517094017094,0.0151950710108605,0.0794961433756806,0.652987808269569,"46"
0.197036979132738,0.001625,0.0434706588061581,0.262854344450959,0.495013017610145,"47"
0.536052869520236,0,0.00615003654126912,0.33336634429746,0.124430749641034,"48"
0.261226550680527,0,0.0720333873613724,0.494290417654276,0.172449644303825,"49"
0.0910198412698413,0.0205833333333333,0.0854126984126984,0.298418650793651,0.504565476190476,"50"
0.164852092352092,0.0276311327561328,0.0617281746031746,0.0149761904761905,0.73081240981241,"51"
0.0849666305916306,0,0.0232063492063492,0.765221708846709,0.126605311355311,"52"
0.99446944581477,0,0,0.000155543969412583,0.00537501021581774,"53"
0.265199014303311,0.0111910128164082,0.131094527644736,0.00454761904761905,0.587967826187926,"54"
0.222622670807454,0.0190892857142857,0.225228530286139,0.0379435817805383,0.495115931411584,"55"
0.297814653503678,0.00525,0.0989592528068138,0.206889596496785,0.391086497192723,"56"
0.593381426130601,0,0.00364941605097831,0.366743788877283,0.0362253689411364,"57"
0,0.0261021515184404,0.0428964956397668,8.7719298245614e-05,0.930913633543548,"58"
2.96442687747036e-05,0.000614945699319762,0.00333741692812089,5.92885375494071e-05,0.995958704566236,"59"
0.700633339084426,0,0,0.00928042328042328,0.290086237635151,"60"
0.777184776334777,0.000833333333333333,0.0269781746031746,0.0293833694083694,0.165620346320346,"61"
0.221002584578917,0,0.126943009405781,0.440387421668799,0.211666984346504,"62"
0.512676439496176,0.00183333333333333,0.0168247863247863,0.1398671100829,0.328798330762804,"63"
0,0.0069871115956832,0.00209253117873933,0.000226608187134503,0.990693749038444,"64"
0.000223880597014925,0.000257020757020757,0.0356859982509896,0,0.963833100394975,"65"
0.580175405297585,0.00207738095238095,0.00368894198036334,0.308176010987163,0.105882260782507,"66"
0.993909977915355,0.000677564172187828,0,0.000185185185185185,0.00522727272727273,"67"
0.240742063492064,0.002,0.242430555555556,0.287176587301587,0.227650793650794,"68"
0.293444364668315,0.0033431191727671,0.0582987282894352,0.496458617755998,0.148455170113486,"69"
0,0.000243774241404048,0.00385994295141899,0.000128205128205128,0.995768077678973,"70"
0.02675,0.0246666666666667,0.0821388888888889,0.0286527777777778,0.837791666666667,"71"
0.970496863799284,0,0,0.0239568612391193,0.00554627496159754,"72"
0,0.0129897083133365,0.0173944236046315,0,0.969615868082033,"73"
0.210330278409305,4.20168067226891e-05,0.0527653515576802,0.331097437358514,0.405764915867778,"74"
0,0.00349206349206349,0.0123882618093454,0.000384615384615385,0.983735059313976,"75"
0.532659416971917,0.0296174242424242,0.105739108114108,0.0263819444444444,0.305602106227106,"76"
0.982286606201296,0,0,0.000357142857142857,0.0173562509415616,"77"
0.0139285714285714,0,0.121580786096678,0.00277777777777778,0.861712864696973,"78"
0.327574454067065,8.30564784053156e-06,0.107925652048534,0.433130100215672,0.131361488020889,"79"
0.971238267770877,0,0,0.0268015873015873,0.00196014492753623,"80"
2.96442687747036e-05,0.0080245921126928,0.0118924774056353,5.92885375494071e-05,0.979993997675348,"81"
0,8.47457627118644e-05,0.00481958445136021,0,0.995095669785929,"82"
0.665195931679283,0,0.0046479122943165,0.227137430210054,0.103018725816347,"83"
2.96442687747036e-05,0.0131194196988997,0.0716545376130222,5.92885375494071e-05,0.915137109881755,"84"
0.391639535211904,2.7027027027027e-05,0.0762730249046038,0.485781568222358,0.0462788446341078,"85"
0.00644509651889112,0.0150296796314154,0.120499831188061,2e-04,0.857825392661632,"86"
0.0296269841269841,0,0.198934523809524,0.590329365079365,0.181109126984127,"87"
0.301415720075128,0,0.0466789934729983,0.326324504969677,0.325580781482196,"88"
0,0.001375,0.0863872380915498,0.0125866150375644,0.899651146870886,"89"
0.686121031746032,0,0,0.0452261904761905,0.268652777777778,"90"
0,0.003625,0.190403716381658,0,0.805971283618343,"91"
0,4.27350427350427e-05,0.0646290242079866,0.00111111111111111,0.934217129638168,"92"
0.710795589242281,0,7.8125e-05,0.00571846846846847,0.283407817289251,"93"
0.571894370957409,0,0.0367661658119341,0.304678275164601,0.0866611880660563,"94"
0.0211505332902392,0.00504757587184058,0.0615001703675648,0.00661157796451914,0.905690142505836,"95"
0.887966584517095,0,0.000648914257785225,0.0983207401583224,0.0130637610667975,"96"
0.635500668555635,0.000357142857142857,0.0162208279013696,0.268981574942294,0.0789397857435585,"97"
2.96442687747036e-05,0.00293107707509881,0.00147482319147979,5.92885375494071e-05,0.995505166927098,"98"
0.244443190362816,0.0160505545349391,0.0457279618086351,0.0215654761904762,0.672212817103133,"99"
0.281580079457384,0,0.0516411122540391,0.486981674583183,0.179797133705394,"100"
0.817669089855278,0,0.0015625,0.00255555555555556,0.178212854589167,"101"
0.982573708899796,0,0.00388095238095238,0.0124946140815706,0.00105072463768116,"102"
0.548968720173769,0,0.0219681666414914,0.316785482201075,0.112277630983665,"103"
0.476349318813499,0,0.0160459384486393,0.205771053332485,0.301833689405376,"104"
