"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"1",0.0346049517393112,0.000537049199920148,0.0123122222721577,0.0529070124030113,0.899638772010803
"2",0.765398859977722,0.000850351469125599,0.00921283196657896,0.190178051590919,0.0343598984181881
"3",0.430291742086411,0.000594286480918527,0.00867430400103331,0.0863754823803902,0.47406417131424
"4",0.233992055058479,0.0018791031325236,0.0597171485424042,0.217779532074928,0.486632227897644
"5",0.547118782997131,0.000924798892810941,0.0040131495334208,0.359025120735168,0.0889181569218636
"6",0.142929509282112,0.000796257460024208,0.00554989045485854,0.630701899528503,0.22002249956131
"7",0.270064175128937,0.00509755685925484,0.335896015167236,0.258826941251755,0.130115300416946
"8",0.843002319335938,0.0033016346860677,0.00384639808908105,0.00325033278204501,0.146599292755127
"9",0.926701307296753,0.000212687358725816,0.000298041675705463,0.045253150165081,0.0275347661226988
"10",0.43698924779892,0.000257117586443201,0.0764506980776787,0.416961669921875,0.069341242313385
"11",0.861278653144836,3.74963346985169e-05,0.0016671794001013,0.0850703567266464,0.0519462712109089
"12",0.0308033656328917,0.00102607789449394,0.337141782045364,0.196481421589851,0.434547305107117
"13",0.668988645076752,0.00045693467836827,0.00573896849527955,0.0806760415434837,0.24413937330246
"14",0.784682631492615,0.00154466961976141,0.00609424803406,0.0411321930587292,0.166546314954758
"15",0.928012251853943,4.43359167547897e-05,0.0026523033156991,0.0560493282973766,0.013241795822978
"16",0.815813004970551,0.000644409446977079,0.00135748507454991,0.142911434173584,0.0392736792564392
"17",0.312970161437988,0.000707308761775494,0.0245725233107805,0.563640713691711,0.0981092527508736
"18",0.447217434644699,0.000132527144160122,0.00113150558900088,0.521915674209595,0.0296028722077608
"19",0.231221869587898,0.00241739698685706,0.0352681167423725,0.145903065800667,0.585189521312714
"20",0.00416500819846988,0.00316302641294897,0.0931198298931122,0.0131735410541296,0.886378586292267
"21",0.598919451236725,0.00064836087403819,0.0342120788991451,0.234690487384796,0.131529659032822
"22",5.00632158946246e-05,0.00332041061483324,0.0736691802740097,0.00436701206490397,0.918593347072601
"23",0.648517847061157,0.000686731713358313,0.00939044076949358,0.173099309206009,0.168305724859238
"24",0.000226849791943096,0.000480635033454746,0.0148899620398879,0.000352404866134748,0.984050095081329
"25",0.81013411283493,0.000802327238488942,0.00455913180485368,0.0882205292582512,0.0962839126586914
"26",0.25933501124382,0.00198515877127647,0.207420483231544,0.0355596430599689,0.49569970369339
"27",0.956463217735291,0.00020726582442876,0.000375924428226426,0.00359792425297201,0.0393556319177151
"28",0.0423547476530075,0.0791529566049576,0.573807895183563,0.00298682460561395,0.301697611808777
"29",0.253939628601074,0.000509946083184332,0.0600605979561806,0.550151288509369,0.135338544845581
"30",0.311971098184586,0.00175730080809444,0.0331261493265629,0.560002982616425,0.0931424722075462
"31",0.317325949668884,0.00320728146471083,0.0212241541594267,0.165576726198196,0.49266591668129
"32",0.872330844402313,0.000345693930285051,0.000430385960498825,0.0345324315130711,0.0923606306314468
"33",0.11839847266674,0.00423279171809554,0.0865102037787437,0.0365899726748466,0.754268527030945
"34",0.984672725200653,9.14652628125623e-05,0.000646030181087554,0.00976736936718225,0.00482241436839104
"35",0.594195425510406,0.00875176675617695,0.0168442036956549,0.0125669101253152,0.367641687393188
"36",0.415775537490845,0.000617036945186555,0.0267471596598625,0.267844498157501,0.289015769958496
"37",0.0423272363841534,0.00305785518139601,0.0862013548612595,0.000322833453537896,0.868090689182281
"38",0.90571254491806,0.000299523293506354,0.000347017630701885,0.0511705614626408,0.0424703918397427
"39",0.330916434526443,0.000154456589370966,0.00421874830499291,0.488654017448425,0.176056370139122
"40",0.164005696773529,0.0013455469161272,0.0380784012377262,0.0590326637029648,0.737537741661072
"41",0.0390054397284985,0.00552881322801113,0.00376372714526951,0.798517763614655,0.153184249997139
"42",0.00018196931341663,0.00314524117857218,0.0182199664413929,0.000650386326014996,0.977802395820618
"43",0.367287904024124,0.0015524139162153,0.0162271000444889,0.114413775503635,0.500518798828125
"44",8.0586010881234e-05,0.0042004780843854,0.0130656780675054,0.000356822100002319,0.982296407222748
"45",0.137613490223885,0.00463269371539354,0.126855283975601,0.0409677773714066,0.689930737018585
"46",0.268488049507141,0.00232472107745707,0.0100345136597753,0.0438498295843601,0.675302863121033
"47",0.235033273696899,0.00302946474403143,0.0437603928148746,0.171942532062531,0.546234309673309
"48",0.446782767772675,0.000761425297241658,0.0116860121488571,0.379610896110535,0.161158874630928
"49",0.316553980112076,0.000960539968218654,0.0240599140524864,0.402295261621475,0.256130278110504
"50",0.0518156737089157,0.00078962097177282,0.0634472593665123,0.217008262872696,0.666939198970795
"51",0.233060047030449,0.0181962959468365,0.0592410676181316,0.00654255924746394,0.682960093021393
"52",0.193462625145912,0.00113541097380221,0.0297765638679266,0.672868251800537,0.102757133543491
"53",0.972429096698761,0.000719139934517443,0.000862924673128873,0.00815221108496189,0.0178366675972939
"54",0.118595138192177,0.0107572581619024,0.0334846898913383,0.00257814605720341,0.834584832191467
"55",0.00769838225096464,0.0496752560138702,0.614700853824615,0.0176245998591185,0.310300916433334
"56",0.34971758723259,0.00746635627001524,0.0643592327833176,0.119189165532589,0.459267646074295
"57",0.789151966571808,9.45321007748134e-05,0.00149606610648334,0.159072816371918,0.0501846335828304
"58",3.56937453034334e-05,0.0409977734088898,0.0540071167051792,0.000725563033483922,0.904233813285828
"59",0.00139719166327268,0.00506474217399955,0.02420405857265,0.000472374988021329,0.96886157989502
"60",0.742178022861481,0.000354148913174868,0.000754061446059495,0.0222623031586409,0.234451487660408
"61",0.771841287612915,0.00222625257447362,0.0446914657950401,0.0338393561542034,0.147401630878448
"62",0.0934213176369667,0.000120118507766165,0.152372926473618,0.517691075801849,0.236394509673119
"63",0.453246384859085,0.00108574575278908,0.010260590352118,0.188862785696983,0.346544504165649
"64",0.000190828155609779,0.0112523892894387,0.0256631001830101,0.00137987500056624,0.961513817310333
"65",0.00257547083310783,0.00690024252980947,0.0445541515946388,0.000176025321707129,0.94579404592514
"66",0.829785466194153,0.00019196055654902,0.0036977780982852,0.130507871508598,0.0358169972896576
"67",0.981224715709686,0.000382665428332984,0.000159220493515022,0.00700179813429713,0.0112316254526377
"68",0.0943523943424225,0.00343941012397408,0.10666087269783,0.413288354873657,0.382258951663971
"69",0.383055806159973,0.00105007749516517,0.0337271466851234,0.463413625955582,0.118753291666508
"70",0.00246333493851125,0.00113883684389293,0.0152959180995822,0.000806631054729223,0.980295240879059
"71",0.0127339251339436,0.00713765015825629,0.00711960066109896,0.0125786708667874,0.960430145263672
"72",0.959120631217957,0.000245772855123505,0.000209432037081569,0.0108159556984901,0.0296081956475973
"73",3.9073853258742e-05,0.00427836133167148,0.0428560897707939,0.000196624430827796,0.952629864215851
"74",0.214590400457382,0.0012279114453122,0.0254584196954966,0.0518977046012878,0.70682555437088
"75",0.000223672497668304,0.00601870892569423,0.019026093184948,0.00221218913793564,0.972519397735596
"76",0.505332827568054,0.0197106786072254,0.0479404106736183,0.0163725968450308,0.410643517971039
"77",0.923837721347809,0.000225980140385218,0.00166050926782191,0.00243521039374173,0.0718405768275261
"78",0.037277951836586,0.00102323375176638,0.0912314057350159,0.000817391788586974,0.869649946689606
"79",0.398648887872696,0.00123922678176314,0.0149207673966885,0.336509525775909,0.248681575059891
"80",0.96649295091629,0.000291095318971202,0.00188522669486701,0.00245125684887171,0.0288794059306383
"81",0.000227357566473074,0.00234491471201181,0.0116209415718913,0.000510109588503838,0.985296666622162
"82",2.81658722087741e-05,0.00349681568332016,0.0197427049279213,0.00106635561678559,0.975665926933289
"83",0.718412816524506,0.00026441493537277,0.00583253335207701,0.209246963262558,0.0662433207035065
"84",0.000348339963238686,0.0440429113805294,0.0301168449223042,0.000738244212698191,0.924753665924072
"85",0.397767871618271,0.000108123043901287,0.0650951862335205,0.503845632076263,0.0331831686198711
"86",0.0108618400990963,0.00881778355687857,0.152557596564293,0.00285711465403438,0.824905633926392
"87",0.0430586710572243,0.00320644397288561,0.232348144054413,0.501661717891693,0.219725027680397
"88",0.368780732154846,0.000695278227794915,0.115173101425171,0.208393856883049,0.306957066059113
"89",0.00647000782191753,0.00358975026756525,0.196900129318237,0.00843014381825924,0.784609973430634
"90",0.879473507404327,0.000995202921330929,0.000569860450923443,0.00543625419959426,0.113525159657001
"91",0.00161933188792318,0.00259516458027065,0.0539189539849758,0.00101663335226476,0.940849840641022
"92",0.000979103497229517,0.00094560906291008,0.0424635894596577,0.000328455789713189,0.955283284187317
"93",0.847149968147278,0.000428323983214796,0.000807459640782326,0.00377793866209686,0.147836238145828
"94",0.465862452983856,0.000541594985406846,0.0142598049715161,0.350428730249405,0.168907463550568
"95",0.0578075982630253,0.00728317955508828,0.0294852554798126,0.000644637329969555,0.904779314994812
"96",0.83074688911438,0.000306819594698027,0.00441473163664341,0.142038062214851,0.0224934965372086
"97",0.357402414083481,0.000368959736078978,0.00990905705839396,0.522765517234802,0.109554007649422
"98",0.000140487405587919,0.000718894589226693,0.0086164828389883,0.00126162357628345,0.989262521266937
"99",0.235114350914955,0.0154726784676313,0.0222932230681181,0.0151752661913633,0.71194452047348
"100",0.282171100378036,0.000595707155298442,0.00910545326769352,0.476153045892715,0.231974765658379
"101",0.76927649974823,0.0016865530051291,0.00162659084890038,0.00621147686615586,0.221198856830597
"102",0.934185683727264,9.28644585656002e-05,0.00383615912869573,0.0430905632674694,0.0187948029488325
"103",0.279786974191666,0.00101588992401958,0.0241925679147243,0.444811820983887,0.250192761421204
"104",0.450283855199814,0.000443487369921058,0.00574304349720478,0.22344009578228,0.320089548826218
"105",0.313457131385803,0.000927995541132987,0.0121240746229887,0.110285326838493,0.563205480575562
"106",0.663411796092987,0.000118281270260923,0.0133390845730901,0.184810951352119,0.138319879770279
"107",0.621331810951233,0.000337213976308703,0.00601070467382669,0.308584153652191,0.0637360960245132
"108",0.0841435417532921,0.00537945190444589,0.0449825562536716,0.531029880046844,0.334464550018311
"109",0.983286261558533,0.00017684068006929,0.000736223708372563,0.00109639693982899,0.0147042386233807
"110",0.366697669029236,0.00301345135085285,0.0203133430331945,0.251066654920578,0.358908891677856
"111",0.373289793729782,0.000390741450246423,0.0016200493555516,0.544771730899811,0.0799277275800705
"112",0.555643916130066,0.000201597300474532,0.0596053674817085,0.230140656232834,0.15440845489502
"113",0.2862908244133,0.000631212489679456,0.00941721349954605,0.468289524316788,0.235371276736259
"114",0.291679084300995,0.000520814617630094,0.0114174764603376,0.499416381120682,0.196966215968132
"115",0.00196347641758621,0.000552561483345926,0.022657185792923,0.000348437344655395,0.974478363990784
"116",0.767266988754272,0.000455130008049309,0.00202169409021735,0.0906660705804825,0.13959014415741
"117",0.904860317707062,0.0012594354338944,0.00105675181839615,0.0348632745444775,0.0579601749777794
"118",0.0244419258087873,0.00144847203046083,0.180802911520004,0.374899864196777,0.418406844139099
"119",0.0929479002952576,0.00447386922314763,0.128541052341461,0.615592002868652,0.158445164561272
"120",0.602189481258392,0.00398369040340185,0.148041114211082,0.0900329723954201,0.155752703547478
"121",0.548666536808014,0.00122838513925672,0.00168746314011514,0.0124947177246213,0.435922920703888
"122",0.911402642726898,0.000380891404347494,0.00141291774343699,0.00275760050863028,0.0840460211038589
"123",0.972214758396149,0.000157173388288356,0.00120717042591423,0.0084652304649353,0.0179556515067816
"124",4.51416271971539e-05,0.0152939092367887,0.0333368480205536,0.000925319036468863,0.950398743152618
"125",0.000223360737436451,0.00379451015032828,0.0302715059369802,0.00661602290347219,0.959094643592834
"126",0.967062771320343,4.17036608268972e-05,0.000930158304981887,0.00399816036224365,0.0279672667384148
"127",0.0504947528243065,0.000699550495482981,0.137630015611649,0.00282538332976401,0.808350324630737
"128",0.867644548416138,0.00152645877096802,0.00137950025964528,0.0189530868083239,0.110496439039707
"129",0.965452671051025,0.000385310268029571,0.00124748831149191,0.0149979470297694,0.0179165340960026
"130",0.933866918087006,0.000118198389827739,0.00344211235642433,0.0431690886616707,0.0194036643952131
"131",0.323332905769348,0.00108717137482017,0.0215073823928833,0.551082253456116,0.102990247309208
"132",0.983378171920776,0.000100596014817711,0.000819439126644284,0.00787623133510351,0.00782557390630245
"133",0.710009396076202,0.000410551903769374,0.00212031602859497,0.0119552137330174,0.275504499673843
"134",0.393522500991821,0.00262123858556151,0.014784918166697,0.325918704271317,0.263152688741684
"135",0.654051542282104,0.00220246543176472,0.0251650605350733,0.136990383267403,0.18159057199955
"136",0.463673830032349,0.00092635938199237,0.0304562281817198,0.439536720514297,0.0654068291187286
"137",0.413117617368698,0.000530093151610345,0.0384887605905533,0.211485981941223,0.336377531290054
"138",3.81066311092582e-05,0.00035794111317955,0.0224834140390158,0.000351711176335812,0.976768851280212
"139",0.328114688396454,0.000436687871115282,0.00893360190093517,0.571154356002808,0.0913606882095337
"140",0.0796156153082848,0.00028203972033225,0.00130605639424175,0.0445727854967117,0.874223470687866
"141",0.354849368333817,0.00130340200848877,0.00104613415896893,0.487093210220337,0.155707940459251
"142",0.080912709236145,0.00439133029431105,0.0142215276136994,0.00136585137806833,0.899108648300171
"143",0.250230014324188,0.000433277455158532,0.0469832979142666,0.403238475322723,0.299114912748337
"144",0.249272897839546,0.00342008867301047,0.0256775300949812,0.520170390605927,0.201459124684334
"145",0.325708597898483,0.000496705470141023,0.0840639546513557,0.385335326194763,0.204395458102226
"146",0.264415234327316,0.000618154474068433,0.0280760489404202,0.526498019695282,0.180392533540726
"147",0.342975080013275,0.0184965468943119,0.203635737299919,0.228128924965858,0.206763744354248
"148",0.408106744289398,0.000730857776943594,0.0107023119926453,0.410453319549561,0.170006722211838
"149",0.00200831098482013,0.0018661676440388,0.0360032245516777,0.000526459305547178,0.959595799446106
"150",0.0929144322872162,0.0190952587872744,0.0512012988328934,0.00199187430553138,0.834797084331512
"151",0.168941378593445,0.00311980652622879,0.269282430410385,0.0676068589091301,0.491049528121948
"152",0.00263138231821358,0.00302555877715349,0.179333999752998,0.00631607929244637,0.808692991733551
"153",0.507540583610535,5.61775741516612e-05,0.0019398081349209,0.0596469826996326,0.430816501379013
"154",0.0205579828470945,0.00481849117204547,0.07070542126894,0.220589891076088,0.68332827091217
"155",0.857262074947357,0.000788929639384151,0.000825717928819358,0.00999472383409739,0.131128579378128
"156",0.906245708465576,0.000670988985802978,0.000593648059293628,0.0479444153606892,0.0445452034473419
"157",0.331320732831955,0.000309662515064701,0.0120377149432898,0.417385905981064,0.238945990800858
"158",0.000182951320311986,0.00367922731675208,0.0155981406569481,0.00146777543704957,0.979071915149689
"159",0.223875358700752,0.000296702870400622,0.0351553522050381,0.146040916442871,0.594631671905518
"160",0.496298730373383,0.00163121859077364,0.014438584446907,0.296489208936691,0.191142320632935
"161",0.571627616882324,0.00120508496183902,0.00982557144016027,0.159376949071884,0.257964819669724
"162",0.546798586845398,0.00383714283816516,0.0241315439343452,0.156731694936752,0.268501043319702
"163",6.43099483568221e-05,0.00578599749132991,0.0497131310403347,0.000117190582386684,0.944319367408752
"164",0.990826427936554,0.000135214111651294,0.000266858551185578,0.00410033529624343,0.00467115547508001
"165",0.310258477926254,0.000300948624499142,0.0256775934249163,0.251741051673889,0.412021964788437
"166",0.710642039775848,0.000938238517846912,0.000765415257774293,0.007086590398103,0.280567646026611
"167",0.566506564617157,0.000139339914312586,0.0265406649559736,0.269647568464279,0.137165904045105
"168",0.608116865158081,0.00207489286549389,0.00498447008430958,0.219623386859894,0.165200397372246
"169",0.734098374843597,0.000609960989095271,0.0160226058214903,0.209251835942268,0.0400172360241413
"170",0.726366460323334,0.00020187949121464,0.00110611505806446,0.0286760255694389,0.243649542331696
"171",0.00146090227644891,0.00492859212681651,0.109804503619671,0.000710668507963419,0.883095324039459
"172",0.48933932185173,0.00677579594776034,0.00951442588120699,0.258096396923065,0.236274108290672
"173",0.256888926029205,0.000234595165238716,0.175471127033234,0.509425699710846,0.0579796470701694
"174",0.197778984904289,0.000561190012376755,0.178753316402435,0.412510544061661,0.210395961999893
"175",0.356511354446411,0.0015683532692492,0.0117575898766518,0.507657289505005,0.122505389153957
"176",0.535586714744568,0.00488543091341853,0.01508769672364,0.00610360922291875,0.4383365213871
"177",0.2844018638134,0.00722543662413955,0.0608187913894653,0.428856283426285,0.218697607517242
"178",0.775244474411011,0.000770299695432186,0.0148050226271152,0.149061873555183,0.0601183213293552
"179",0.784239292144775,0.00695225642994046,0.0101793734356761,0.0608822666108608,0.137746751308441
"180",0.0353295356035233,0.00961845181882381,0.0564314015209675,0.0171278771013021,0.881492674350739
"181",0.000189757600310259,0.00319773959927261,0.0154968295246363,0.000455381989013404,0.980660259723663
"182",0.883123219013214,0.00234666629694402,0.0157060902565718,0.0154300360009074,0.0833939835429192
"183",0.439524918794632,0.000742412288673222,0.0173701569437981,0.187514081597328,0.3548484146595
"184",0.120168387889862,0.0010110130533576,0.0603207424283028,0.188602402806282,0.629897475242615
"185",0.580913245677948,0.00212308019399643,0.00525771407410502,0.304572314023972,0.107133626937866
"186",0.274295151233673,0.000480480666738003,0.0173091702163219,0.559506475925446,0.148408755660057
"187",0.000255837891018018,0.000837591127492487,0.0177901238203049,0.00285127479583025,0.978265166282654
"188",0.391374170780182,0.000805947289336473,0.0252982620149851,0.285092443227768,0.297429203987122
"189",0.676405906677246,0.000433719163993374,0.000795816711615771,0.0504119917750359,0.271952599287033
"190",0.943714261054993,0.000551683595404029,0.000464862008811906,0.0292105674743652,0.0260586850345135
"191",0.461233049631119,0.000256098865065724,0.00915902759879827,0.38076713681221,0.148584723472595
"192",0.543841242790222,0.000536440580617636,0.0148080345243216,0.308448046445847,0.132366254925728
"193",0.145028159022331,0.000909704365767539,0.0302263926714659,0.212199553847313,0.611636161804199
"194",0.330223083496094,0.000439338822616264,0.0433468222618103,0.0470246709883213,0.578966081142426
"195",0.89800637960434,0.000257355131907389,0.000144822741276585,0.0338099896907806,0.0677814558148384
"196",0.543305814266205,0.002069141715765,0.00391685077920556,0.0676335468888283,0.383074581623077
"197",0.576289117336273,0.000154296954860911,0.0102917915210128,0.384646654129028,0.0286181531846523
"198",0.625985324382782,0.000327162619214505,0.019271282479167,0.276560068130493,0.07785614579916
"199",0.322896063327789,0.000737991300411522,0.0542027503252029,0.382492065429688,0.239671111106873
"200",0.634792149066925,0.000258617626968771,0.0152302086353302,0.225480124354362,0.124238915741444
"201",2.18299082916928e-05,0.000443715980509296,0.00653682695701718,0.000375924515537918,0.992621660232544
"202",0.206381797790527,0.000418802286731079,0.0363446362316608,0.143445253372192,0.613409519195557
"203",0.532745599746704,0.000296222773613408,0.00903978757560253,0.408473521471024,0.0494448654353619
"204",0.841148376464844,0.0044987415894866,0.0167239420115948,0.0148011408746243,0.122827783226967
"205",0.0596118494868279,0.00270152743905783,0.0565214045345783,0.759434521198273,0.121730700135231
"206",0.576815605163574,0.00232476508244872,0.0773898512125015,0.0678964555263519,0.275573343038559
"207",0.0732329413294792,5.39362481504213e-05,0.00101498258300126,0.0479783266782761,0.877719819545746
"208",0.133350521326065,0.0023452783934772,0.0416647605597973,0.616578221321106,0.206061184406281
"209",0.263542860746384,0.00121439329814166,0.0293887443840504,0.317980825901031,0.387873142957687
"210",0.556718468666077,0.00118989311158657,0.0151389148086309,0.367953658103943,0.0589990392327309
"211",0.00423623202368617,0.00385815231129527,0.070932038128376,0.000269065261818469,0.920704543590546
"212",0.0733963549137115,0.00389626692049205,0.0124521721154451,0.403959184885025,0.506296038627625
"213",0.4840167760849,0.000165302597451955,0.00858744420111179,0.416094362735748,0.0911361500620842
"214",0.756518304347992,0.00556222116574645,0.0178688559681177,0.0364850610494614,0.183565571904182
"215",0.000234878578339703,0.0106152566149831,0.023610221222043,0.00313012744300067,0.962409555912018
"216",0.562714457511902,0.0018355700885877,0.00932793878018856,0.188761651515961,0.237360402941704
"217",0.823345363140106,0.0192964393645525,0.0242240373045206,0.0096588023006916,0.123475417494774
"218",0.27481684088707,0.000740856572519988,0.0143734170123935,0.0724700465798378,0.637598812580109
"219",0.604152858257294,0.00284622167237103,0.00967449136078358,0.0955934748053551,0.287732988595963
"220",0.258751958608627,0.000789786630775779,0.0164191890507936,0.498992085456848,0.225047022104263
"221",0.0239413045346737,0.00102487381082028,0.175221860408783,0.507745742797852,0.292066216468811
"222",0.00868453830480576,0.0175708029419184,0.180313751101494,0.000203653573407792,0.793227255344391
"223",0.15970778465271,0.117713496088982,0.0348918214440346,0.00279480568133295,0.684892058372498
"224",0.65331494808197,0.000135537658934481,0.00214807875454426,0.302927225828171,0.041474275290966
"225",0.0762522667646408,0.000422448036260903,0.412554055452347,0.488521575927734,0.0222496949136257
"226",0.546232104301453,0.00242779520340264,0.0304220449179411,0.0947415009140968,0.326176524162292
"227",0.0302069056779146,0.00381393055431545,0.259176313877106,0.00146578368730843,0.705337047576904
"228",2.80509684671415e-05,0.0015816455706954,0.00433195475488901,0.00196260726079345,0.992095768451691
"229",0.612952530384064,0.000511855119839311,0.00690762605518103,0.23802538216114,0.141602575778961
"230",0.0027284431271255,0.00402286928147078,0.0380387417972088,0.000209029254619963,0.955000936985016
"231",0.990112483501434,8.35260725580156e-05,0.000358834251528606,0.00554525759071112,0.00389989442192018
"232",0.954448103904724,0.00064514484256506,0.00113638385664672,0.00714993057772517,0.0366205051541328
"233",0.00015318272926379,0.000926893961150199,0.0077672079205513,0.000316880294121802,0.990835785865784
"234",0.0589510761201382,0.000384624261641875,0.0904427841305733,0.553360283374786,0.296861201524734
"235",0.370400249958038,0.00204228307120502,0.0126291289925575,0.535305380821228,0.0796229764819145
"236",0.846777379512787,0.000312680029310286,0.00139581691473722,0.00506360083818436,0.146450534462929
"237",0.518542289733887,0.00114745425526053,0.0110598504543304,0.287436753511429,0.181813672184944
"238",0.0105510177090764,0.00205771066248417,0.0472903363406658,0.0131277916952968,0.926973104476929
"239",0.789393484592438,0.00132116407621652,0.00635215267539024,0.170150876045227,0.0327823683619499
"240",0.685637056827545,0.000526080257259309,0.0030971618834883,0.0463106669485569,0.264429092407227
"241",0.938576698303223,0.00020608444174286,0.00182942789979279,0.0100367926061153,0.0493510141968727
"242",0.279242843389511,0.00133432657457888,0.0181626565754414,0.390160351991653,0.311099797487259
"243",0.94409704208374,0.000545259565114975,0.000782501767389476,0.0138852829113603,0.0406898744404316
"244",0.301928341388702,0.00384321995079517,0.0230427701026201,0.215629056096077,0.455556571483612
"245",0.321792930364609,0.0011398964561522,0.0253025870770216,0.295142978429794,0.356621652841568
